,limite,cuenta_corriente,escolaridad,estado_civil,edad,valor_factura,valor_pago,moroso,iu,rango_edad
285,78286,No,3.Pos-graduacion,Casado/a,30,87.6201,87.6201,0,0.001119230769230769,20-30
286,84308,Si,2.Universidad,Casado/a,39,10814.9098,10814.9098,0,0.1282785714285714,30-40
287,93341,No,2.Universidad,Casado/a,44,27697.8879,1324.84,0,0.2967387096774194,40-50
288,42154,Si,2.Universidad,Soltero/a,29,5149.4122,903.3,0,0.12215714285714285,20-30
289,30110,No,3.Pos-graduacion,Soltero/a,38,12842.8183,753.3522,0,0.42653,30-40
290,63231,Si,2.Universidad,Casado/a,30,31956.9474,1205.0022,0,0.5054,20-30
291,72264,No,3.Pos-graduacion,Soltero/a,29,39829.508,1575.6563,0,0.5511666666666667,20-30
292,45165,No,3.Pos-graduacion,Soltero/a,41,627.4924,627.4924,0,0.013893333333333332,40-50
293,9033,No,2.Universidad,Casado/a,48,8692.757,534.1514,0,0.9623333333333333,40-50
294,60220,No,3.Pos-graduacion,Casado/a,52,809.959,809.959,0,0.013449999999999998,50+
295,96352,Si,3.Pos-graduacion,Soltero/a,27,18937.0823,3433.7444,0,0.19654062499999997,20-30
296,84308,No,3.Pos-graduacion,Soltero/a,31,52887.0106,3011.0,0,0.6273071428571428,30-40
297,18066,Si,3.Pos-graduacion,Soltero/a,23,8604.5347,0.0,1,0.47628333333333334,20-30
298,69253,Si,2.Universidad,Soltero/a,27,3808.0117,0.0,1,0.05498695652173913,20-30
299,144528,Si,1.Colegio,Casado/a,41,8028.8315,8028.8315,0,0.055552083333333335,40-50
300,60220,Si,3.Pos-graduacion,Soltero/a,31,4469.8295,4469.8295,0,0.074225,30-40
301,15055,Si,3.Pos-graduacion,Soltero/a,30,4896.4882,602.2,0,0.32524,20-30
302,15055,No,2.Universidad,Casado/a,48,12961.7528,1092.6919,0,0.8609600000000001,40-50
303,9033,No,3.Pos-graduacion,Soltero/a,24,7935.1894,451.65,0,0.8784666666666667,20-30
304,132484,Si,3.Pos-graduacion,Soltero/a,29,50343.6189,2430.1781,0,0.3799977272727273,20-30
305,69253,Si,2.Universidad,Soltero/a,38,841.5745,841.5745,0,0.012152173913043478,30-40
306,60220,No,2.Universidad,Casado/a,38,31893.7164,1354.95,0,0.52962,30-40
307,147539,Si,2.Universidad,Casado/a,30,59607.8637,3011.0,0,0.4040142857142857,20-30
308,6022,Si,1.Colegio,Soltero/a,49,3637.5891,903.3,0,0.60405,40-50
309,51187,Si,3.Pos-graduacion,Soltero/a,31,59.9189,59.9189,0,0.0011705882352941177,30-40
310,117429,Si,3.Pos-graduacion,Soltero/a,27,90329.3978,3916.4077,0,0.7692256410256411,20-30
311,33121,Si,3.Pos-graduacion,Soltero/a,29,14915.5907,752.75,0,0.45033636363636365,20-30
312,174638,Si,3.Pos-graduacion,Casado/a,36,48835.1079,1933.6642,0,0.2796362068965517,30-40
313,108396,No,1.Colegio,Casado/a,55,2554.8335,1811.1165,0,0.023569444444444445,50+
314,81297,Si,2.Universidad,Casado/a,32,70167.1396,3011.0,0,0.8630962962962963,30-40
315,33121,No,1.Colegio,Casado/a,37,18818.4489,692.53,0,0.5681727272727273,30-40
316,24088,Si,3.Pos-graduacion,Soltero/a,23,22064.9091,967.1332,0,0.9160125,20-30
317,15055,No,2.Universidad,Soltero/a,23,105.385,105.385,0,0.007,20-30
318,30110,No,3.Pos-graduacion,Soltero/a,32,25769.9446,1204.4,0,0.85586,30-40
319,60220,Si,3.Pos-graduacion,Soltero/a,27,37533.0183,1717.4744,0,0.6232650000000001,20-30
320,66242,No,2.Universidad,Soltero/a,34,10027.8344,481.76,0,0.15138181818181817,30-40
321,48176,Si,3.Pos-graduacion,Soltero/a,28,32399.5644,1354.95,0,0.672525,20-30
322,54198,Si,3.Pos-graduacion,Casado/a,53,379.386,379.386,0,0.007,50+
323,42154,Si,1.Colegio,Casado/a,30,29509.9077,1356.4555,0,0.70005,20-30
324,180660,No,3.Pos-graduacion,Casado/a,53,138163.3482,0.0,1,0.7647700000000001,50+
325,60220,Si,3.Pos-graduacion,Soltero/a,26,53.8969,53.8969,0,0.0008950000000000001,20-30
326,24088,No,2.Universidad,Soltero/a,42,8491.6222,752.75,0,0.352525,40-50
327,39143,No,1.Colegio,Soltero/a,39,20874.9619,0.0,1,0.5333,30-40
328,15055,No,3.Pos-graduacion,Soltero/a,32,7265.8441,541.98,0,0.48262,30-40
329,69253,Si,2.Universidad,Casado/a,41,5468.8793,5468.8793,0,0.0789695652173913,40-50
330,21077,No,2.Universidad,Casado/a,48,12008.7713,632.31,0,0.5697571428571429,40-50
331,54198,Si,2.Universidad,Casado/a,38,45662.1161,1703.3227,0,0.8425055555555555,30-40
332,24088,Si,2.Universidad,Casado/a,36,2600.9018,2600.9018,0,0.107975,30-40
333,87319,Si,2.Universidad,Soltero/a,26,30067.846,24088.0,0,0.34434482758620694,20-30
334,69253,Si,3.Pos-graduacion,Soltero/a,28,39520.8805,36160.0023,0,0.5706739130434783,20-30
335,69253,No,3.Pos-graduacion,Casado/a,59,62126.2641,2269.0896,0,0.8970913043478261,50+
336,66242,No,3.Pos-graduacion,Soltero/a,38,63545.0473,2682.4999,0,0.9592863636363637,30-40
337,69253,No,2.Universidad,Soltero/a,32,8432.6066,484.771,0,0.12176521739130433,30-40
338,150550,No,2.Universidad,Casado/a,38,14957.7447,3018.8286,0,0.099354,30-40
339,27099,Si,3.Pos-graduacion,Casado/a,41,985.8014,985.8014,0,0.03637777777777777,40-50
340,117429,Si,1.Colegio,Soltero/a,35,109397.1575,4155.7822,0,0.9316025641025641,30-40
341,120440,Si,2.Universidad,Soltero/a,41,112219.97,4221.422,0,0.93175,40-50
342,54198,No,2.Universidad,Casado/a,34,840.069,840.069,0,0.0155,30-40
343,18066,No,1.Colegio,Casado/a,38,9129.6531,541.98,0,0.50535,30-40
344,18066,Si,2.Universidad,Soltero/a,29,8538.5938,572.09,0,0.47263333333333335,20-30
345,150550,Si,3.Pos-graduacion,Casado/a,38,90.33,0.0,1,0.0006,30-40
346,75275,Si,2.Universidad,Casado/a,40,41281.1111,36144.3451,0,0.548404,30-40
347,21077,Si,2.Universidad,Soltero/a,28,12585.6789,635.9232,0,0.5971285714285715,20-30
348,27099,No,1.Colegio,Casado/a,48,22075.7487,511.87,0,0.8146333333333333,40-50
349,30110,Si,2.Universidad,Casado/a,43,514.5799,514.5799,0,0.017089999999999998,40-50
350,57209,No,2.Universidad,Casado/a,31,54388.5963,2288.36,0,0.9507,30-40
351,69253,Si,3.Pos-graduacion,Casado/a,42,4549.9221,4549.9221,0,0.0657,40-50
352,96352,No,2.Universidad,Casado/a,39,27557.5753,998.7487,0,0.286009375,30-40
353,66242,Si,2.Universidad,Casado/a,36,496.2128,496.2128,0,0.0074909090909090915,30-40
354,78286,Si,3.Pos-graduacion,Casado/a,34,1833.0968,1833.0968,0,0.023415384615384616,30-40
355,9033,Si,2.Universidad,Casado/a,43,8015.8842,391.43,0,0.8874000000000001,40-50
356,78286,No,2.Universidad,Soltero/a,30,30405.078,1204.4,0,0.3883846153846154,20-30
357,51187,Si,2.Universidad,Soltero/a,28,5304.1776,1204.4,0,0.10362352941176471,20-30
358,24088,Si,3.Pos-graduacion,Casado/a,28,2840.5774,362.2233,0,0.117925,20-30
359,15055,No,3.Pos-graduacion,Casado/a,41,202.3392,202.3392,0,0.01344,40-50
360,9033,Si,2.Universidad,Casado/a,38,6535.3755,602.2,0,0.7235,30-40
361,27099,Si,2.Universidad,Casado/a,35,6766.9214,0.0,1,0.2497111111111111,30-40
362,39143,Si,3.Pos-graduacion,Casado/a,33,6185.7984,602.2,0,0.15803076923076922,30-40
363,48176,No,3.Pos-graduacion,Soltero/a,35,119.2356,119.2356,0,0.002475,30-40
364,54198,Si,2.Universidad,Soltero/a,28,11664.9151,752.75,0,0.21522777777777777,20-30
365,24088,Si,2.Universidad,Casado/a,30,3976.6277,511.87,0,0.1650875,20-30
366,39143,No,2.Universidad,Casado/a,31,379.6871,379.6871,0,0.0097,30-40
367,36132,Si,2.Universidad,Soltero/a,35,72.264,72.264,0,0.002,30-40
368,108396,No,3.Pos-graduacion,Soltero/a,28,15946.8582,15946.8582,0,0.14711666666666667,20-30
369,15055,No,2.Universidad,Soltero/a,23,9256.1151,602.2,0,0.61482,20-30
370,30110,No,1.Colegio,Casado/a,56,16071.5136,718.1235,0,0.53376,50+
371,21077,No,1.Colegio,Casado/a,32,20363.0919,921.366,0,0.9661285714285714,30-40
372,15055,No,2.Universidad,Casado/a,47,5026.8645,903.3,0,0.3339,40-50
373,87319,Si,3.Pos-graduacion,Casado/a,34,29419.8788,1806.6,0,0.3369241379310345,30-40
374,9033,Si,3.Pos-graduacion,Casado/a,31,5275.8742,480.8567,0,0.5840666666666667,30-40
375,123451,Si,2.Universidad,Soltero/a,27,9933.5901,9933.5901,0,0.08046585365853658,20-30
376,108396,No,3.Pos-graduacion,Soltero/a,28,246.902,117.429,0,0.0022777777777777774,20-30
377,42154,Si,2.Universidad,Casado/a,42,33763.2463,1813.2242,0,0.8009499999999999,40-50
378,63231,Si,3.Pos-graduacion,Soltero/a,32,20923.1379,963.52,0,0.3309,30-40
379,66242,Si,2.Universidad,Soltero/a,27,3989.575,3989.575,0,0.060227272727272727,20-30
380,6022,No,2.Universidad,Soltero/a,27,5439.6726,0.0,1,0.9033,20-30
381,186682,Si,2.Universidad,Casado/a,45,47224.2229,0.0,1,0.25296612903225807,40-50
382,6022,Si,2.Universidad,Soltero/a,21,4338.851,4338.851,0,0.7204999999999999,20-30
383,15055,No,2.Universidad,Soltero/a,23,5586.0072,853.9196,0,0.37104,20-30
384,3011,No,2.Universidad,Soltero/a,46,1925.2334,722.64,0,0.6394000000000001,40-50
385,30110,Si,1.Colegio,Casado/a,50,16569.533,617.255,0,0.5503,40-50
386,15055,No,3.Pos-graduacion,Soltero/a,26,921.0649,921.0649,0,0.06118,20-30
387,18066,No,2.Universidad,Soltero/a,25,504.3425,504.3425,0,0.027916666666666666,20-30
388,132484,Si,3.Pos-graduacion,Soltero/a,35,101709.7734,3944.41,0,0.7677136363636364,30-40
389,36132,No,2.Universidad,Casado/a,44,26478.4329,1631.0587,0,0.732825,40-50
390,33121,Si,2.Universidad,Casado/a,40,27371.4955,180.66,0,0.826409090909091,30-40
391,9033,Si,2.Universidad,Casado/a,36,8442.5429,0.0,1,0.9346333333333334,30-40
392,30110,Si,3.Pos-graduacion,Soltero/a,24,9179.3346,467.6083,0,0.30486,20-30
393,108396,Si,3.Pos-graduacion,Casado/a,34,3052.5518,3011.0,0,0.028161111111111112,30-40
394,117429,Si,3.Pos-graduacion,Soltero/a,31,13013.542,1505.5,0,0.11082051282051282,30-40
395,69253,Si,3.Pos-graduacion,Soltero/a,28,2215.1927,2215.1927,0,0.03198695652173913,20-30
396,36132,No,3.Pos-graduacion,Soltero/a,27,15197.4203,1512.7264,0,0.4206083333333333,20-30
397,30110,No,1.Colegio,Casado/a,52,1827.0748,451.65,0,0.060680000000000005,50+
398,12044,Si,2.Universidad,Soltero/a,24,11054.5854,602.2,0,0.9178499999999999,20-30
399,189693,Si,2.Universidad,Casado/a,47,20531.1057,11498.1057,0,0.10823333333333333,40-50
400,48176,Si,3.Pos-graduacion,Casado/a,33,1623.8323,1623.8323,0,0.03370625,30-40
401,33121,Si,2.Universidad,Soltero/a,32,22451.5215,3312.1,0,0.6778636363636363,30-40
402,63231,Si,1.Colegio,Casado/a,53,17605.9192,843.08,0,0.27843809523809526,50+
403,81297,No,3.Pos-graduacion,Soltero/a,34,3615.0066,3615.0066,0,0.04446666666666667,30-40
404,18066,Si,2.Universidad,Casado/a,42,840.069,840.069,0,0.0465,40-50
405,108396,No,2.Universidad,Soltero/a,38,33482.6211,2410.3055,0,0.3088916666666666,30-40
406,75275,Si,1.Colegio,Soltero/a,35,2550.9192,2550.9192,0,0.033887999999999995,30-40
407,27099,Si,3.Pos-graduacion,Soltero/a,24,4373.7786,481.76,0,0.1614,20-30
408,108396,No,3.Pos-graduacion,Soltero/a,28,120.7411,120.7411,0,0.0011138888888888889,20-30
409,15055,No,1.Colegio,Soltero/a,26,9221.4886,462.7907,0,0.6125200000000001,20-30
410,60220,Si,3.Pos-graduacion,Soltero/a,29,2517.196,2517.196,0,0.0418,20-30
411,48176,Si,2.Universidad,Soltero/a,60,1552.4716,1552.4716,0,0.032225000000000004,50+
412,24088,Si,1.Colegio,Casado/a,49,1397.4051,1397.4051,0,0.058012499999999995,40-50
413,87319,No,3.Pos-graduacion,Casado/a,53,84917.4264,3914.3,0,0.9724965517241378,50+
414,81297,Si,3.Pos-graduacion,Soltero/a,28,143.0225,143.0225,0,0.0017592592592592595,20-30
415,24088,No,3.Pos-graduacion,Soltero/a,31,9702.3453,4109.1117,0,0.4027875,30-40
416,15055,No,2.Universidad,Soltero/a,36,1811.1165,391.43,0,0.1203,30-40
417,9033,No,2.Universidad,Casado/a,35,809.0557,809.0557,0,0.08956666666666667,30-40
418,27099,No,2.Universidad,Soltero/a,33,8778.5705,4563.1705,0,0.3239444444444444,30-40
419,48176,No,3.Pos-graduacion,Soltero/a,26,1127.9206,1127.9206,0,0.0234125,20-30
420,24088,Si,1.Colegio,Soltero/a,53,23471.9494,1204.4,0,0.9744250000000001,50+
421,6022,Si,3.Pos-graduacion,Soltero/a,25,4715.5271,481.76,0,0.78305,20-30
422,63231,No,1.Colegio,Soltero/a,25,7116.1974,7116.1974,0,0.11254285714285714,20-30
423,78286,Si,2.Universidad,Casado/a,31,6983.7134,6983.7134,0,0.08920769230769231,30-40
424,69253,Si,3.Pos-graduacion,Casado/a,30,7822.8791,1505.5,0,0.11296086956521739,20-30
425,48176,No,3.Pos-graduacion,Soltero/a,34,25265.9032,1204.4,0,0.52445,30-40
426,15055,No,3.Pos-graduacion,Casado/a,35,1812.0198,339.3397,0,0.12036000000000001,30-40
427,24088,No,2.Universidad,Casado/a,32,13837.0505,645.8595,0,0.5744374999999999,30-40
428,33121,No,1.Colegio,Soltero/a,46,17426.1625,807.2491,0,0.5261363636363636,40-50
429,60220,No,3.Pos-graduacion,Casado/a,43,42396.0844,1532.599,0,0.70402,40-50
430,108396,No,2.Universidad,Soltero/a,29,79300.1048,2839.0719,0,0.7315777777777778,20-30
431,24088,Si,2.Universidad,Soltero/a,24,22658.9794,978.2739,0,0.940675,20-30
432,90330,Si,2.Universidad,Casado/a,36,1563.0101,1563.0101,0,0.017303333333333334,30-40
433,93341,Si,2.Universidad,Casado/a,43,7281.2002,429.3686,0,0.07800645161290323,40-50
434,9033,No,1.Colegio,Casado/a,59,117.429,117.429,0,0.013,50+
435,51187,No,3.Pos-graduacion,Casado/a,53,5397.8197,398.3553,0,0.10545294117647058,50+
436,42154,Si,2.Universidad,Soltero/a,28,8678.6053,905.4077,0,0.2058785714285714,20-30
437,15055,No,3.Pos-graduacion,Soltero/a,34,6654.0089,0.0,1,0.44198,30-40
438,15055,Si,2.Universidad,Casado/a,36,3119.0949,406.7861,0,0.20718,30-40
439,33121,Si,3.Pos-graduacion,Soltero/a,24,10667.3708,602.2,0,0.3220727272727273,20-30
440,135495,Si,1.Colegio,Casado/a,36,2746.032,2746.032,0,0.02026666666666667,30-40
441,60220,Si,2.Universidad,Casado/a,34,117.429,117.429,0,0.0019500000000000001,30-40
442,66242,No,3.Pos-graduacion,Soltero/a,43,7749.1096,302.9066,0,0.11698181818181817,40-50
443,15055,No,2.Universidad,Casado/a,37,14671.6997,602.2,0,0.97454,30-40
444,12044,No,2.Universidad,Soltero/a,23,8894.7951,0.0,1,0.738525,20-30
445,57209,Si,2.Universidad,Casado/a,37,35486.4416,1806.6,0,0.6202947368421052,30-40
446,45165,No,3.Pos-graduacion,Soltero/a,33,6975.8848,632.31,0,0.15445333333333333,30-40
447,81297,Si,2.Universidad,Casado/a,56,37266.8459,1505.5,0,0.4584037037037037,50+
448,18066,No,3.Pos-graduacion,Soltero/a,25,16029.0585,607.6198,0,0.88725,20-30
449,60220,Si,2.Universidad,Casado/a,39,23817.01,998.1465,0,0.39549999999999996,30-40
450,45165,Si,2.Universidad,Casado/a,39,10895.0024,903.3,0,0.24122666666666664,30-40
451,6022,Si,2.Universidad,Soltero/a,24,4181.6768,372.4607,0,0.6944,20-30
452,21077,No,3.Pos-graduacion,Casado/a,46,16643.0014,782.86,0,0.7896285714285715,40-50
453,69253,No,3.Pos-graduacion,Casado/a,39,198.726,198.726,0,0.0028695652173913043,30-40
454,9033,No,1.Colegio,Casado/a,48,8719.856,441.1115,0,0.9653333333333333,40-50
455,15055,Si,2.Universidad,Soltero/a,23,8447.6616,602.2,0,0.56112,20-30
456,6022,Si,1.Colegio,Casado/a,25,4950.6862,347.7705,0,0.8221,20-30
457,33121,No,1.Colegio,Casado/a,56,10766.7338,1230.2946,0,0.3250727272727273,50+
458,15055,Si,1.Colegio,Casado/a,49,1995.9919,333.3177,0,0.13258,40-50
459,15055,No,2.Universidad,Casado/a,41,6479.672,410.0982,0,0.43039999999999995,40-50
460,120440,Si,3.Pos-graduacion,Soltero/a,40,596.4791,596.4791,0,0.0049525,30-40
461,51187,No,2.Universidad,Soltero/a,31,17503.5452,903.3,0,0.34195294117647057,30-40
462,84308,No,2.Universidad,Casado/a,42,44692.8752,2077.59,0,0.5301142857142858,40-50
463,39143,Si,1.Colegio,Casado/a,28,15192.3016,752.75,0,0.38812307692307696,20-30
464,63231,Si,2.Universidad,Soltero/a,32,15201.3346,1505.5,0,0.24040952380952382,30-40
465,111407,No,2.Universidad,Soltero/a,28,71970.4275,6022.0,0,0.6460135135135135,20-30
466,9033,Si,2.Universidad,Casado/a,31,5851.2763,963.52,0,0.6477666666666667,30-40
467,24088,Si,2.Universidad,Soltero/a,24,23275.9333,933.41,0,0.9662875000000001,20-30
468,84308,Si,2.Universidad,Casado/a,44,54733.6569,0.0,1,0.6492107142857143,40-50
469,72264,Si,2.Universidad,Soltero/a,26,2258.25,301.1,0,0.03125,20-30
470,3011,No,2.Universidad,Soltero/a,33,2749.3441,752.75,0,0.9130999999999999,30-40
471,84308,No,2.Universidad,Casado/a,39,1071.0127,1071.0127,0,0.012703571428571429,30-40
472,87319,Si,1.Colegio,Soltero/a,27,4701.3754,602.2,0,0.05384137931034483,20-30
473,57209,Si,3.Pos-graduacion,Soltero/a,28,14653.3326,752.75,0,0.25613684210526316,20-30
474,24088,Si,3.Pos-graduacion,Soltero/a,23,11469.2001,1354.95,0,0.4761375,20-30
475,84308,Si,2.Universidad,Soltero/a,28,89.7278,0.0,1,0.0010642857142857142,20-30
476,48176,Si,3.Pos-graduacion,Casado/a,33,2440.7166,2440.7166,0,0.050662500000000006,30-40
477,15055,No,3.Pos-graduacion,Soltero/a,22,1794.556,391.43,0,0.1192,20-30
478,12044,Si,2.Universidad,Casado/a,32,7653.0587,602.2,0,0.635425,30-40
479,21077,Si,1.Colegio,Casado/a,27,18882.2821,906.6121,0,0.8958714285714285,20-30
480,9033,Si,2.Universidad,Casado/a,35,7689.4918,451.65,0,0.8512666666666666,30-40
481,6022,Si,3.Pos-graduacion,Casado/a,30,2261.5621,602.2,0,0.37555,20-30
482,6022,No,2.Universidad,Casado/a,34,4270.5013,463.9951,0,0.70915,30-40
483,30110,Si,3.Pos-graduacion,Soltero/a,28,24793.1762,1083.96,0,0.82342,20-30
484,9033,No,2.Universidad,Soltero/a,25,722.64,0.0,1,0.08,20-30
485,96352,Si,3.Pos-graduacion,Casado/a,41,30011.2392,1360.972,0,0.311475,40-50
486,27099,No,1.Colegio,Soltero/a,42,19018.6804,0.0,1,0.7018222222222222,40-50
487,57209,No,2.Universidad,Soltero/a,40,47201.9415,4516.5,0,0.825078947368421,30-40
488,60220,No,3.Pos-graduacion,Soltero/a,28,36773.0419,15696.0419,0,0.610645,20-30
489,90330,Si,2.Universidad,Soltero/a,31,326.0913,326.0913,0,0.00361,30-40
490,9033,Si,3.Pos-graduacion,Soltero/a,56,5122.6143,386.3113,0,0.5671,50+
491,69253,Si,3.Pos-graduacion,Casado/a,35,1635.5752,376.375,0,0.023617391304347826,30-40
492,93341,Si,2.Universidad,Soltero/a,28,32806.3505,2408.8,0,0.35146774193548386,20-30
493,96352,No,3.Pos-graduacion,Casado/a,40,72615.3837,3011.0,0,0.753646875,30-40
494,51187,Si,2.Universidad,Soltero/a,27,50043.4222,2258.25,0,0.9776588235294118,20-30
495,42154,No,3.Pos-graduacion,Casado/a,40,37822.9776,1297.741,0,0.8972571428571429,30-40
496,24088,No,2.Universidad,Soltero/a,32,15618.6592,557.9383,0,0.6484,30-40
497,45165,No,2.Universidad,Soltero/a,35,21747.5497,6022.0,0,0.48151333333333335,30-40
498,60220,Si,2.Universidad,Casado/a,29,47259.1505,1855.6793,0,0.7847750000000001,20-30
499,21077,No,3.Pos-graduacion,Soltero/a,30,17924.1819,1746.38,0,0.8504142857142857,20-30
500,96352,No,2.Universidad,Casado/a,37,149.9478,149.9478,0,0.00155625,30-40
501,15055,Si,3.Pos-graduacion,Casado/a,34,8593.0929,381.4937,0,0.57078,30-40
502,84308,No,3.Pos-graduacion,Casado/a,41,12436.0322,12436.0322,0,0.14750714285714286,40-50
503,90330,Si,3.Pos-graduacion,Soltero/a,31,13031.608,498.3205,0,0.14426666666666668,30-40
504,60220,Si,3.Pos-graduacion,Casado/a,27,31.6155,31.6155,0,0.000525,20-30
505,3011,Si,1.Colegio,Soltero/a,22,2944.1558,602.2,0,0.9778,20-30
506,15055,No,3.Pos-graduacion,Soltero/a,26,4935.6312,451.65,0,0.32783999999999996,20-30
507,9033,Si,1.Colegio,Casado/a,46,3554.7866,0.0,1,0.39353333333333335,40-50
508,6022,No,2.Universidad,Soltero/a,24,2191.7069,301.1,0,0.36395,20-30
509,6022,No,2.Universidad,Soltero/a,49,5268.3467,433.8851,0,0.87485,40-50
510,108396,Si,3.Pos-graduacion,Casado/a,30,4290.3739,0.0,1,0.03958055555555555,20-30
511,120440,Si,3.Pos-graduacion,Soltero/a,31,230.9437,230.9437,0,0.0019175000000000002,30-40
512,15055,Si,2.Universidad,Casado/a,49,9718.0025,485.6743,0,0.6455000000000001,40-50
513,48176,Si,2.Universidad,Soltero/a,27,24189.4707,1204.4,0,0.5021062500000001,20-30
514,21077,Si,2.Universidad,Casado/a,33,20758.7373,717.2202,0,0.9849,30-40
515,24088,Si,2.Universidad,Soltero/a,48,12611.5735,903.3,0,0.5235625,40-50
516,9033,Si,2.Universidad,Soltero/a,22,8569.0049,1595.83,0,0.9486333333333333,20-30
517,3011,No,2.Universidad,Soltero/a,22,2905.3139,602.2,0,0.9649,20-30
518,54198,Si,3.Pos-graduacion,Soltero/a,27,1005.0718,1005.0718,0,0.018544444444444447,20-30
519,96352,No,3.Pos-graduacion,Casado/a,47,4191.312,4191.312,0,0.0435,40-50
520,24088,Si,2.Universidad,Soltero/a,34,8192.931,602.2,0,0.340125,30-40
521,3011,No,2.Universidad,Casado/a,45,2534.0576,421.54,0,0.8416,40-50
522,108396,Si,2.Universidad,Soltero/a,39,1343.5082,1343.5082,0,0.012394444444444444,30-40
523,99363,Si,2.Universidad,Soltero/a,29,40334.4527,27099.0,0,0.40593030303030303,20-30
524,18066,No,3.Pos-graduacion,Soltero/a,29,76.7805,0.0,1,0.00425,20-30
525,15055,Si,1.Colegio,Soltero/a,26,3320.8319,371.5574,0,0.22058,20-30
526,60220,No,2.Universidad,Casado/a,38,47002.9144,1806.6,0,0.78052,30-40
527,36132,No,3.Pos-graduacion,Soltero/a,34,192.4029,0.0,1,0.005325,30-40
528,33121,No,2.Universidad,Casado/a,57,12360.155,694.3366,0,0.3731818181818182,50+
529,45165,Si,1.Colegio,Soltero/a,28,30677.8746,1204.4,0,0.67924,20-30
530,183671,Si,3.Pos-graduacion,Soltero/a,31,38121.0666,1969.194,0,0.20755081967213113,30-40
531,33121,Si,3.Pos-graduacion,Soltero/a,25,28534.0426,1308.5806,0,0.8615090909090909,20-30
532,24088,Si,2.Universidad,Soltero/a,25,5798.5838,903.3,0,0.24072500000000002,20-30
533,51187,Si,2.Universidad,Casado/a,33,23959.7314,1318.818,0,0.4680823529411765,30-40
534,33121,Si,3.Pos-graduacion,Soltero/a,30,602.5011,602.5011,0,0.01819090909090909,20-30
535,42154,Si,3.Pos-graduacion,Casado/a,51,17448.745,636.8265,0,0.4139285714285714,50+
536,21077,No,3.Pos-graduacion,Soltero/a,51,13024.6827,903.3,0,0.6179571428571429,50+
537,78286,Si,2.Universidad,Casado/a,46,8609.0512,3011.0,0,0.10996923076923076,40-50
538,51187,No,1.Colegio,Soltero/a,38,6912.3527,602.2,0,0.13504117647058825,30-40
539,15055,Si,2.Universidad,Casado/a,34,3576.1647,367.6431,0,0.23754,30-40
540,90330,Si,1.Colegio,Casado/a,34,82893.7333,3312.1,0,0.9176766666666667,30-40
541,45165,Si,3.Pos-graduacion,Soltero/a,31,117.429,117.429,0,0.0026,30-40
542,15055,Si,2.Universidad,Soltero/a,25,11171.4122,0.0,1,0.74204,20-30
543,27099,Si,3.Pos-graduacion,Soltero/a,25,26296.2674,1204.4,0,0.9703777777777778,20-30
544,15055,No,2.Universidad,Soltero/a,26,14087.5657,632.31,0,0.9357399999999999,20-30
545,150550,Si,2.Universidad,Soltero/a,43,13241.1736,1206.2066,0,0.087952,40-50
546,141517,Si,2.Universidad,Casado/a,36,479.6523,302.6055,0,0.00338936170212766,30-40
547,69253,No,2.Universidad,Soltero/a,58,33873.4489,1686.16,0,0.48912608695652177,50+
548,42154,Si,2.Universidad,Soltero/a,26,1815.633,602.2,0,0.04307142857142857,20-30
549,69253,Si,2.Universidad,Casado/a,30,3056.7672,367.9442,0,0.044139130434782604,20-30
550,126462,Si,2.Universidad,Soltero/a,31,6422.463,454.3599,0,0.05078571428571428,30-40
551,15055,Si,2.Universidad,Soltero/a,52,13055.696,391.43,0,0.8672,50+
552,78286,Si,2.Universidad,Casado/a,35,20369.415,20369.415,0,0.2601923076923077,30-40
553,27099,Si,1.Colegio,Soltero/a,29,940.3353,0.0,1,0.0347,20-30
554,153561,Si,3.Pos-graduacion,Soltero/a,35,637.1276,336.3287,0,0.004149019607843137,30-40
555,33121,Si,2.Universidad,Casado/a,35,13871.677,740.706,0,0.4188181818181818,30-40
556,63231,Si,3.Pos-graduacion,Soltero/a,28,1125.5118,1125.5118,0,0.0178,20-30
557,60220,Si,3.Pos-graduacion,Casado/a,35,1282.9871,1282.9871,0,0.021305,30-40
558,108396,Si,2.Universidad,Soltero/a,53,4578.5266,4578.5266,0,0.04223888888888889,50+
559,78286,No,3.Pos-graduacion,Soltero/a,44,95.1476,95.1476,0,0.0012153846153846154,40-50
560,6022,No,2.Universidad,Casado/a,33,2870.9885,353.4914,0,0.47675,30-40
561,36132,Si,2.Universidad,Casado/a,32,34960.721,1655.4478,0,0.9675833333333332,30-40
562,15055,Si,3.Pos-graduacion,Soltero/a,33,1559.698,11.7429,0,0.10360000000000001,30-40
563,18066,Si,3.Pos-graduacion,Soltero/a,26,6520.9227,0.0,1,0.36095,20-30
564,60220,No,3.Pos-graduacion,Soltero/a,26,4866.9804,4866.9804,0,0.08082,20-30
565,6022,No,2.Universidad,Soltero/a,26,379.6871,379.6871,0,0.06305,20-30
566,15055,Si,3.Pos-graduacion,Casado/a,32,14821.0453,752.75,0,0.98446,30-40
567,69253,No,3.Pos-graduacion,Soltero/a,29,13417.9193,1505.5,0,0.19375217391304347,20-30
568,15055,No,2.Universidad,Casado/a,27,904.2033,657.6024,0,0.06006,20-30
569,30110,Si,3.Pos-graduacion,Soltero/a,28,24537.5423,1141.169,0,0.81493,20-30
570,69253,Si,2.Universidad,Casado/a,32,22138.6786,791.893,0,0.3196782608695652,30-40
